Alemão;Árabe;Chinese (Simplified);Espanhol;Francês;Grego;Hindi;Holandês;Indonésio;Inglês;Italiano;Polonês;Português;Português Portugal;Tailandês;Tcheco;Turco
de;ar;zh_CN;es;fr;el;hi;nl;id;en;it;pl;pt;pt_PT;th;cs;tr
